Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
4,1,0.8521886780458839,0.0074106584969203405,0.914644432067871,0.18037037471836367,0.003600931167602539,0.0004892791807967152,lbfgs,{'solver': 'lbfgs'},0.8407645573411552,0.8494132394860778,0.851917199114324,0.855449494031263,0.8633989002566
1,2,0.8521461879077217,0.0074299553218610615,0.20379772186279296,0.00988709468846851,0.0034015655517578127,0.0004908174162619182,newton-cg,{'solver': 'newton-cg'},0.8407180812608444,0.84937567132116,0.8517912460696192,0.8554408425650075,0.8634050983219772
0,3,0.8521142227698016,0.007387364519932708,0.15704522132873536,0.019016347486436564,0.004001808166503906,1.4016092735957212e-06,liblinear,{'solver': 'liblinear'},0.840731120383376,0.8493395232586962,0.8518557081919861,0.8553468385734533,0.8632979234414964
2,4,0.8520533243828868,0.007427468081572121,2.4864046573638916,0.0803405106613604,0.003951597213745117,9.777840968221992e-05,sag,{'solver': 'sag'},0.8406128645790298,0.8492735530446996,0.8517425442256665,0.8553468385734533,0.8632908214915852
3,5,0.8519290997491226,0.007423530195983322,4.4230725288391115,0.0499331901140789,0.003909921646118164,0.00018244637142105776,saga,{'solver': 'saga'},0.8404938341733454,0.8491731130711393,0.851582228606714,0.8552368229130081,0.8631594999814057
